지 역,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01
인천 미추홀구,184417,183631,182917,182036,181917,181893,181298,180988,180833,180786,181119,181548,181905,181905,182429,182821,182607,182667,182690,182702,183036,183631,183940,184643,184881,185060,185298,186345,188667,189690,190393,196202,196560,197095,198012,198226,198548,198560,198598,198614,198698,198888,199602,199864,200036,200202,200405,200714,200762,200845,200845,200917,201071,201226,201429,201702,202940,203512,204048,204381,216901,217237,217453,217608,217677,217677,217823,217823,217625,217659,218047,218487,219159,227657,227343,227436,227225,226945,226691,226640,226538,226903,226835,226996,228703,233234,235531,240641,244336,245781,246797,247859,249383,250055
인천 연수구,241094,237115,235571,234868,235552,236979,237042,237021,236573,236740,238865,240323,240979,265904,266779,268337,269000,269250,269327,269452,269798,270529,271356,271875,272221,272660,273538,276123,279160,281491,283264,295585,296104,297104,297783,299509,300075,300142,300066,299943,300217,300406,300528,300783,300934,319284,319414,319724,319957,319897,319810,319966,320276,320405,321664,322276,323793,324879,325983,327043,345581,345875,347066,347691,348037,348397,349096,348412,345706,344904,345044,344838,344221,377507,376688,377597,376542,375111,374188,373444,371813,373174,374694,376243,379694,407351,413045,433617,443526,448071,455325,458805,459403,460747
인천 남동구,234185,233157,230815,229338,229292,229606,229236,228801,227894,227417,227870,227954,228796,229194,229537,230602,230611,230704,230731,230880,231167,231727,232301,232731,232824,232898,233361,234148,235898,236787,238051,253017,253076,253347,253763,254102,254568,254581,254459,254674,254780,254551,254729,255059,255441,256008,256263,256653,256805,256798,256527,256424,256492,256644,256788,257051,257920,258553,259062,259735,267863,267918,268096,268185,268021,268103,268303,268227,268011,268059,268764,269589,269582,276120,275968,276399,276291,276209,276070,276073,275655,276158,276756,277070,278709,298569,299050,306484,315359,321072,326413,328638,328638,328225
인천 부평구,211737,210149,208746,206702,206105,206035,205974,206079,205912,206360,208298,209395,210289,211684,212360,213763,214596,214614,214658,214802,215186,216396,217370,217967,218486,218925,219682,220686,222247,223484,224353,228554,229984,231440,232798,234535,235544,235596,235719,235904,236092,236530,237254,237992,239064,239582,240488,241347,241505,241330,243114,243237,243386,243675,244535,244746,245544,246193,246658,246939,257169,256547,256791,256878,256831,256338,255311,254838,254182,254149,254818,255872,257047,253780,253627,253147,254180,255413,256580,256700,256213,256473,256587,257847,258787,259789,261151,268000,273007,276158,280836,283895,286487,288697
인천 계양구,161990,160840,160050,159870,160330,160390,160830,160450,160430,160240,161710,162770,163490,164640,165590,167380,167700,168170,168530,169180,169860,170460,171050,171550,171760,172030,172360,172790,173570,174370,175340,183470,183850,184400,185220,185780,186420,186600,186430,186510,186710,186870,187090,187340,187610,187920,188414,188904,189195,189215,189158,189178,189168,189354,189554,189684,190700,191350,191693,192073,208557,208582,208631,208615,208451,208254,208000,207877,207148,206426,206254,206885,207934,222408,222267,223317,225017,225808,226742,226617,225942,226942,227642,227708,228250,229883,230275,231242,232775,234742,236367,237133,237542,238158
인천 서구,185528,183802,183255,183189,184080,183863,183959,183510,183142,184153,186125,187342,187296,200676,201547,202521,203366,203741,203784,203733,203879,204310,205043,206000,206138,206371,206991,207931,209552,211078,213483,218435,219363,220242,220653,221202,221532,221653,221605,221621,221589,221556,221677,221895,222323,222460,222927,223339,223419,223411,222831,222952,223056,223185,223073,223274,223726,224452,224968,225427,262426,262405,262291,262304,262257,262000,261764,261399,261034,261027,261392,262297,263845,275344,275130,274481,273682,273422,273195,273188,273331,273981,273990,275383,276266,314358,318549,339043,344469,346846,352309,355457,356562,357198
부산 중부산권,221817,221076,220809,220527,220148,220065,219691,218998,218781,218729,218820,218922,219160,217200,217627,217826,218259,218635,219218,219699,220005,220579,221267,221971,222904,223371,224016,225006,226578,227655,229186,246346,247402,248573,250135,251797,252811,252998,253454,253737,254165,254460,254856,255665,256858,258916,260813,263194,264517,265303,265782,266106,266797,267832,268791,269393,270107,270163,270107,269888,295221,294860,294440,293864,292872,292154,291005,290117,289179,288388,287637,286917,285883,294641,294105,293527,292820,292350,291685,290789,289957,289243,288860,289190,291299,305323,305960,306133,305887,305755,306464,309909,312853,316515
부산 중구,107848,107870,107478,107435,107417,107522,107380,107402,107630,107872,108002,108257,108507,112327,112373,112710,112869,113040,112956,112852,113177,113577,114056,114315,114456,114581,114894,115185,115923,116656,117031,124973,125244,125869,126444,126860,126850,126808,126558,126600,126610,126694,126829,127163,127208,127871,128360,129871,130723,131181,131531,131829,132492,132994,133342,133896,134667,134842,134894,134913,154983,154817,154450,154283,153983,153530,152957,152490,151957,151623,151263,150930,150363,150708,150250,149750,149292,149188,149083,149042,148938,148479,148354,148396,148354,148438,148563,148708,148208,148125,147583,147333,146708,146042
부산 서구,192427,192344,192177,192208,192323,192479,192396,192229,192083,192042,192292,192438,192479,192563,192604,192729,192667,192708,192833,193167,193417,193646,193771,193938,194021,194146,194292,194708,195021,195313,195917,215854,216521,217208,218125,218917,220292,220438,220958,221063,221313,221563,222375,223292,223938,224813,225146,225625,226000,226208,226583,226792,227208,228167,229042,229896,231167,231479,231542,231583,262114,262182,262182,262136,261568,261170,260295,259682,259068,258795,258205,257295,256682,269727,269136,268318,267443,266330,265125,263705,262568,262114,261705,261500,260750,273204,273017,272767,272260,271552,271427,271740,272510,273688
부산 동구,194657,195009,195194,195194,195565,195861,196202,195869,196157,196120,196530,196552,196719,180097,180095,180205,180424,180473,180744,181321,181594,182370,183727,183758,184573,184874,185180,185579,186791,187733,188512,197336,197421,197830,198330,199332,200014,200256,200453,200529,201111,201353,201626,202050,202429,203453,204156,205508,206195,206589,206950,207238,207832,208662,209268,209623,210208,210253,210253,210253,195222,195111,195056,194611,194167,193750,193361,192250,191600,190833,190144,188753,187667,212759,212085,211450,211779,211676,211324,210559,210059,209353,208985,208691,208515,206903,206736,206486,206264,206097,205819,205847,206764,208222
부산 영도구,164690,164397,164397,164259,164155,164207,163966,163655,163586,163534,163638,163578,163524,163386,163421,163593,163597,163576,163724,163762,164014,164179,164776,165029,165172,165169,165253,165669,165934,165940,166340,167409,167705,167879,168383,168472,168791,168916,169236,169388,169347,169512,169609,169771,169922,170169,170462,170910,171150,171528,171900,172141,172710,172845,173328,173714,174386,174245,174134,173962,184330,184209,183584,183030,182655,182227,181191,180780,180459,180155,179905,179030,178620,198336,197974,197629,197060,196629,196284,195905,195569,195259,194379,193983,193379,196767,196692,196583,196408,196308,196067,196117,196050,196033
부산 부산진구,192673,191856,191510,191106,190654,190779,190615,190731,190635,190798,191000,191125,191250,186796,187593,188213,188917,189519,190333,190954,191324,191935,192204,192583,192806,193250,193815,195056,196787,198028,199315,206222,207148,207991,209259,210639,211769,211806,212333,212602,212935,212954,213222,213667,214593,215491,216713,218194,219185,219569,220040,220395,221082,222249,223308,224031,224656,224893,224868,224827,260182,259573,259245,258645,257673,257400,256955,256291,255527,254900,254364,253891,253109,255795,255393,254768,253821,252920,252018,251018,249746,249004,248326,248080,247857,255561,255947,255965,255702,255298,254956,258553,260184,261535
부산 남구,245227,243568,243125,242648,241955,241386,240682,239114,239159,238057,238091,238011,238841,238068,238261,237659,238682,239136,239875,240841,240750,241557,243227,244773,247341,247886,249352,250432,252364,253352,255830,281020,283280,285780,288640,290410,291170,291260,291900,292260,292750,293230,293680,294350,295500,297100,299610,303030,304766,305981,306711,307231,308305,309745,310925,310884,311430,311540,311590,311300,303078,302789,302289,301578,300467,299367,298089,296567,295100,293922,292822,292000,290567,308773,308136,307909,307330,307114,306818,305761,305330,304989,305045,305966,308841,352167,352740,352740,352490,352771,354104,358583,362781,368583
부산 연제구,256421,256039,255908,255855,255882,256145,255921,254974,254632,254750,255250,255276,254947,255263,255895,256553,256408,256566,257105,257184,257921,258250,258566,259013,259882,260539,260895,261750,262974,264053,265605,297066,298105,299395,300961,303868,305447,306276,306829,307474,308395,309039,309500,310500,311697,313566,316303,318816,320224,321184,321500,321711,322355,323421,324171,324776,325329,325039,324724,324355,350438,350113,349725,349125,347525,346288,345188,344138,343063,342075,341350,340550,339700,343244,342756,342305,341988,341402,340646,340280,339195,338134,337037,337171,339037,351964,353250,353702,353560,353464,353679,355917,359286,363571
부산 수영구,278909,278561,278318,278061,277273,276758,275818,274318,273182,274152,273364,273909,274424,274833,275030,275015,275045,275500,275909,276106,276439,277197,277833,278955,279864,280545,280970,282182,284682,286561,288409,310712,311015,311621,312970,315197,316182,316182,316258,316227,316530,316894,317530,319742,322848,325924,329333,334152,336667,338076,338515,338697,339030,339727,340833,342288,343530,343515,343500,342955,424534,424193,423500,422920,422057,421125,417989,417398,416432,415551,414369,413619,411790,414432,413608,412365,411216,411622,410905,409568,409108,407919,408757,410662,421230,416855,418474,419447,419211,419197,423461,431289,438605,448000
부산 동부산권,234996,234172,233195,232620,232558,232579,232486,232044,231720,231508,231683,231939,232075,239436,239565,239630,239746,239795,239919,240381,240749,241252,241577,242120,242598,241789,242422,243467,244938,245955,247379,265305,265913,267099,269222,271334,272374,272599,272558,272786,273240,273580,274535,275420,277157,279138,281896,284870,286201,286759,287224,287509,288050,288910,289957,290754,291308,291284,291101,291014,348205,347515,346585,345610,344523,343633,342182,341426,339835,338690,337883,336325,334621,329773,328667,327700,326234,324855,323697,322818,322203,321375,320592,321782,327770,336401,336823,337095,336889,337440,338173,344769,352457,360371
부산 해운대구,237898,236445,234733,233627,233492,233475,233339,232712,232136,231814,232008,232356,232534,245893,246066,246000,246025,245967,246098,246934,247508,248352,248525,249197,249631,250049,250869,252230,254221,255516,257115,277410,278172,279754,282754,284779,285238,285328,284779,284697,284877,284844,286197,287238,289615,293033,296918,300418,301664,302041,302339,302470,302643,303184,304016,305008,305598,305369,304946,304733,393621,392710,391121,389919,388323,387258,385081,384210,383073,381685,380847,378387,376242,370095,368659,368040,367087,365516,364040,362984,362087,361190,360595,362786,372270,388523,389000,389188,389000,390375,391352,402664,416750,430352
부산 금정구,248397,248167,248064,247936,247744,247615,247577,247372,247192,247128,247359,247577,247718,252110,252024,252185,252400,252522,252705,252802,252961,253159,253768,254537,255622,255963,256817,258061,259268,260335,261366,281354,281841,282500,283183,284695,285659,285805,286110,286415,286909,287421,288024,288659,289524,290110,291341,293305,294829,295732,296488,297159,298268,299585,301085,301829,302220,302305,302305,302329,310550,310238,309850,308600,307950,307188,306175,305325,303050,301700,301250,301125,299825,300075,299000,297875,296550,295038,294088,293800,293213,292400,292600,292888,295488,296927,297902,298317,298159,298256,298305,299037,299585,301293
부산 동래구,235860,235651,235465,235453,235733,235872,236012,235791,235814,235663,235814,235977,236047,236186,236407,236640,236895,237070,237140,237209,237419,237535,237977,238209,238419,238581,238860,239419,240395,240930,242442,265709,265988,266640,268616,271884,274314,274779,275105,275837,276860,277721,278395,279326,280953,283047,285686,288965,290593,291198,291849,292128,292942,294000,295128,295884,296674,297017,297087,297227,363670,363409,363068,362614,362170,361375,360443,359807,357409,356420,355205,353625,351784,345967,344935,343196,339978,338489,337467,336234,335984,335125,333505,334984,341484,344484,345130,345964,345818,345922,347630,354536,361693,369568
부산 기장군,186379,186155,185276,185190,184862,185086,184448,183931,183759,183690,183690,183767,183836,183566,183640,183772,183809,183956,184066,184272,184360,184654,184904,185110,185294,192372,192590,192994,193744,194487,195667,198810,199613,201071,202393,203679,204488,204888,205519,205869,206250,206767,207302,207910,208814,209374,210560,212607,213470,214095,214429,214714,215286,216286,217310,217571,217833,217762,217726,217548,219529,218324,217868,217147,216074,215441,214956,214515,213721,213412,212926,212471,211941,220372,220103,219513,219103,218641,217962,217436,217051,216462,215218,214077,213000,223220,222439,221890,221476,220927,220293,220207,219293,218707
부산 서부산권,176502,175780,175561,175487,175827,176124,176181,176041,175930,175963,176515,176981,177297,177624,177877,178174,178175,178244,178284,178339,178491,178730,179137,179423,179602,182000,182113,182530,183050,183486,183923,194574,194664,194931,195216,195958,196314,196314,196368,196413,196623,196920,197114,197388,197663,199765,201208,202766,203907,204675,205420,205957,206858,207921,208607,209161,209526,209672,209704,209594,238241,237895,237564,237271,236915,236356,235730,234716,233149,232293,231807,231078,230297,231504,230895,229852,228511,227552,226305,225392,224821,224314,224060,223804,223779,231459,231541,231528,231256,231072,231150,231756,232298,233005
부산 북구,170460,170083,170243,170918,172088,172648,173265,173754,174159,174201,174563,175048,175580,176819,177457,178000,178085,178245,178309,178245,178479,178702,179106,179053,178957,178936,179053,179213,179511,179830,180096,203696,203902,204417,204691,205167,205196,205216,205373,205490,205588,205794,205931,206167,206471,207235,208794,210098,211167,211833,212520,212931,213588,213990,214451,214922,215225,215451,215608,215578,262208,262000,261792,261396,260877,260330,259735,258358,257093,256225,255990,255244,254216,251231,250577,249279,247635,246567,245231,244317,243861,243370,242909,242466,242332,256598,256802,256915,256726,256566,256755,257500,258047,258726
부산 강서구,318069,316164,315138,312603,310155,309000,307914,303414,301776,301121,301224,302138,302138,299750,299574,300382,300324,300765,300824,300926,300721,300779,302250,303191,303044,304341,304610,305915,307000,307439,307585,318500,318232,317341,318366,318963,319768,319451,318354,318549,319598,320354,321305,322280,322573,318402,320359,322424,324098,325087,326587,327761,329924,334000,335228,336163,337565,338283,338859,339326,363679,362929,362018,361643,361036,360054,359232,357536,354125,353464,353018,351607,350304,340047,338906,337484,335531,334078,332359,331047,330063,329297,330281,330047,331016,349581,350203,350500,350257,350095,350230,351581,353635,355149
부산 사상구,171249,170315,169905,169846,169881,170107,169798,169571,169452,169619,169893,170060,170393,170440,170381,170381,170452,170357,170476,170643,170929,171119,171393,171857,172333,172429,172571,173179,174095,174798,175762,179048,179214,179381,179500,180643,181357,181286,181429,181571,181857,182143,182333,182405,182714,183036,184071,185714,186643,187429,187869,188202,188690,189321,189774,190036,190274,190226,190250,190258,201012,200605,200233,200209,199988,199355,199006,198128,196372,195279,194616,193837,193314,200873,200301,199099,197670,196494,195554,194792,194435,194327,194327,194345,194429,193994,194041,193878,193564,193297,193523,194337,194767,195256
부산 사하구,169545,168790,168450,167950,168060,168330,168260,168100,167690,167700,168680,169290,169430,169420,169590,169810,169690,169750,169710,169790,169810,170120,170500,170900,171160,171020,171080,171460,171820,172180,172460,176070,176050,176330,176620,177370,177730,177810,177890,177770,177900,178220,178350,178690,178910,179330,180830,182480,183730,184540,185400,186070,187240,188640,189600,190360,190660,190740,190540,190150,204135,203798,203529,203183,202971,202567,201779,201231,199990,199250,198615,198125,197567,200611,200176,199602,198796,198231,197009,196111,195407,194694,194120,193861,193583,191566,191369,191228,190891,190732,190582,190664,190764,191373
대구 중구,203380,204467,204750,205022,206109,206652,206717,207326,208239,208804,209826,210261,210848,211652,212478,213109,213457,213652,213804,214087,214304,214543,214935,215370,216804,218196,219348,220174,221696,222739,226348,280000,282720,284120,286040,286880,286880,286360,286100,285500,284640,284180,283920,283800,283660,283815,283556,283515,283441,282996,282844,282641,282530,282307,282241,282722,285278,286630,288593,290222,304759,306167,307222,310167,315185,317519,318963,321852,323148,325630,329019,333963,337444,362431,363741,364500,365793,366466,366603,366483,366638,366931,367534,369121,371138,405783,407633,408917,408050,407867,408633,409867,412067,413383
대구 동구,143625,143911,143911,144411,148095,149571,151405,152500,153310,153917,154917,155917,157800,166403,167670,168739,169534,170330,170943,171659,172411,173948,174982,176347,177840,178999,180326,181395,183118,184827,186500,227293,228484,230415,231840,232755,232766,232596,232189,231179,230689,230049,229002,228364,227396,226726,226652,226682,226501,226314,225916,225563,225248,224805,224644,224912,226016,227052,227478,228159,240310,240802,240845,240922,241207,241121,241405,241345,241552,242155,243181,243250,243310,252683,252400,252017,251642,251233,251217,251717,252217,252242,252600,252892,253275,268653,269000,268984,268605,268306,268548,268968,269621,270484
대구 서구,153867,155109,155367,155555,156352,157211,157961,158422,158594,158891,159922,160688,161406,165235,166162,167721,168868,169574,170103,170426,170794,171471,171853,172471,173765,174618,175412,176353,178206,179221,181191,219147,220338,221191,221632,222059,222250,222250,221985,221618,221191,221088,220926,220794,220647,220559,220529,220471,220132,220000,219794,219529,219162,219000,218618,218632,219147,219632,219971,220353,223242,223484,223806,224919,225306,225484,225242,225403,225597,225968,226839,227452,228532,233872,235055,235555,236388,236888,237533,238150,239033,239133,239283,239650,240600,241967,243583,244467,244117,244100,244783,245467,246500,249850
대구 남구,157508,160106,160327,160442,161519,163462,164538,166038,166962,167346,168808,170846,174538,179850,181750,183550,184600,185200,185800,186733,187317,187983,188750,190317,191917,193617,195483,196950,198683,200917,204567,232917,235050,239100,243017,245733,246133,245633,244900,243567,242067,240967,239133,238133,237133,236683,236500,236233,235900,235500,235400,235200,235100,234633,234700,234867,235350,235983,236650,237450,235315,235870,236963,238074,238574,239519,239741,240296,240704,240778,241296,241611,242204,260964,261571,261893,262661,263196,263821,264339,265464,265929,266839,268089,272071,281552,283293,282759,282707,282759,282931,283586,284414,285500
대구 북구,161921,163061,163842,164504,166184,167996,170009,174342,176842,179009,180868,183526,186561,189430,190675,191491,192263,192561,192982,192904,192974,193605,194246,195789,197237,198412,200149,201711,204807,206895,209719,224570,226851,229500,231395,232833,233404,233298,232982,232096,231272,230544,229474,228465,227754,226877,226421,226053,225754,225518,225175,225009,224711,223816,223465,223272,223570,223711,223904,224149,221375,221431,221021,220590,221181,221806,221847,222333,222806,223667,225014,225965,226139,235331,235266,235201,234987,234773,234286,233961,233636,233578,233558,233591,233890,246891,246846,246692,246064,245968,246032,246109,246494,246603
대구 수성구,235797,236534,236492,236390,238161,239644,241534,243127,244347,245237,246441,248297,251720,254737,257534,258814,260975,261949,262322,263458,265822,268847,272636,276737,281941,284127,286508,290364,295864,299932,303229,359593,361966,364449,365949,367797,367398,366449,365737,365203,364534,364178,362525,362068,361627,361263,361254,361271,361131,360911,360919,360860,360716,360699,361182,361784,369742,374547,376979,379564,416120,420852,425239,430246,436810,443282,446634,449345,451592,456303,464415,472444,479380,503616,504295,504589,503870,503411,503068,502356,500863,500740,501384,502219,504199,511412,512514,512331,511419,511520,513101,515851,524139,535841
대구 달서구,177779,178908,179408,179607,180412,182360,184651,188240,189659,190335,192166,194490,197026,200696,202358,203888,205375,206691,207346,207890,208316,209066,209588,210338,210787,211500,212000,212875,214699,216493,218441,243640,244993,248419,251544,253324,253265,252441,251426,250485,249596,249125,248654,248125,247162,246404,246037,245868,245353,245007,244522,244199,243846,243397,243257,243301,243706,244221,244735,245544,261429,261976,262441,262947,263629,263841,264200,264612,265135,265453,266200,267265,268124,276785,276837,276738,276145,275860,275453,275073,274968,275061,275724,276683,277578,280770,282138,282356,282276,282316,282966,283948,285580,288454
대구 달성군,135629,136129,136893,137579,139579,140664,141536,142507,142993,143779,145293,147636,150179,151750,152793,154021,155221,155650,155979,156679,157279,158000,158614,159129,159429,160043,160514,160700,160843,161071,163171,189271,190614,192329,192914,193514,193400,193143,192921,192401,191429,191443,190971,190314,189471,190538,190300,189725,189075,188800,188489,188164,187875,187695,187573,187530,187763,188365,189245,190174,210206,211008,211444,211685,212123,212269,212160,211467,211725,212038,212561,213024,213059,213297,213077,213229,213385,213289,213127,211684,210350,209899,209415,209560,209419,226594,226594,226047,225023,224234,224555,224633,224664,225258
광주 동구,157750,157942,158173,158385,158577,158788,159173,159115,158962,158962,159085,159219,159258,159219,159412,159527,160158,160154,160942,161365,161481,161712,162365,163058,163404,163788,164673,165962,167404,167942,168904,197865,199000,200077,201423,202192,202212,202077,201885,202038,202308,202577,202423,202115,202135,202135,202404,202442,202577,202981,202885,203000,202904,202808,202827,202885,202365,202038,201769,201635,192179,192679,192589,192321,192071,193000,193446,193857,194786,194964,195696,196411,197500,238426,238412,238426,238265,237993,237272,236654,236140,235860,235787,236022,236228,246615,246858,246953,246966,246993,246818,246932,247095,247473
광주 서구,164823,164823,165059,165345,166218,166400,166455,166436,166291,166236,166491,166718,166791,166955,167864,168218,168627,168682,168764,169182,169436,169955,170918,171627,172127,172800,173673,175091,177445,178700,180182,211609,212082,212773,213400,214045,214209,214145,214418,214118,214136,214536,214764,214391,214264,214355,214436,214482,214591,214809,214918,215100,215500,215745,215400,215745,216145,216327,216700,217009,213788,213917,214364,215008,216000,216553,217258,217970,219159,220591,222576,223780,226068,247299,247679,247791,247896,247687,247597,247336,247358,247321,247493,247537,247634,251500,251699,251801,251890,251875,251956,252191,252353,252375
광주 남구,143622,143788,143892,143946,144092,144519,144673,144609,144558,144558,144622,144865,144865,144840,145006,145506,145686,145814,145968,146263,146340,146519,146891,147224,147571,147904,148596,150013,151654,152718,154218,183603,184282,184590,185423,186051,186359,186449,186718,186667,187128,187051,187038,187038,187038,187128,187308,187462,187474,187612,187714,187894,187923,188342,188750,189195,189336,189782,190282,190513,238529,239202,239875,240817,241548,242683,244279,246163,248269,253750,257510,258490,258712,324575,324202,324255,324300,324036,322882,322082,320936,320305,319741,319723,319277,320864,320891,320909,320704,319835,319246,319022,316960,315638
광주 북구,127362,127156,127192,127335,127219,127179,127116,127125,127027,127018,127143,127268,127277,129033,129117,129200,129300,129300,129300,129375,129492,129670,129675,129692,130258,130592,131200,131625,133433,134058,135017,160642,161400,160308,160950,162175,162842,163008,163183,163442,163808,163692,163608,163458,163283,163150,163200,163383,163367,163433,163451,163070,163045,162643,162427,162442,162500,162423,162558,162406,170393,170501,170841,171154,170977,170927,170700,170653,170467,170450,170927,171260,171393,184345,184570,184729,184686,184241,183941,183634,183369,183263,183234,183347,183469,186939,187271,187402,187479,187424,187534,187649,187966,188216
광주 광산구,128444,128648,128815,128806,129176,129509,129593,129537,129556,129519,129546,129787,129778,133991,134244,134414,134821,134929,135113,135250,135523,135763,135927,136202,136380,136836,136955,137916,140608,142202,143845,179482,180232,180679,181571,182563,183277,183045,182884,182821,182696,182384,182018,181670,181616,181464,181554,181634,181821,181959,181941,182116,182179,182661,182625,182875,183170,183750,184205,184777,197326,198028,199111,200007,201174,202083,202750,204229,206014,211153,214229,215347,215931,230493,230662,230689,230128,229405,228432,227696,227412,227264,227338,227520,227642,228283,228300,228233,228040,227847,227670,227663,227613,227707
대전 동구,150116,150191,149426,149221,150100,150556,150506,150306,150115,150125,150493,150846,151228,158809,158783,159145,159132,159118,159276,159750,159974,160066,160711,161145,161671,164064,164333,164538,164667,164859,165051,166231,166436,166615,166923,167385,167308,167231,167269,167436,167538,167615,167667,167846,167962,168115,168321,168487,168603,167744,167782,167872,168013,168179,168218,168705,169744,170365,170699,171487,174216,174398,174477,174500,174705,174682,174591,174523,174500,174420,174386,174239,174261,181826,181500,181023,180721,180663,180698,180849,181442,184070,187517,190360,191587,232728,235870,240609,248022,250473,259940,261946,263870,266304
대전 중구,188321,188179,188095,188050,187803,188022,188045,187803,187135,187181,187383,187459,187464,187315,187071,186863,186519,186255,186150,185779,185542,186077,186859,187218,187526,187577,188064,188295,188590,189282,189346,190538,190910,191090,191833,192038,191987,191801,191494,191372,191256,191167,191128,191103,191269,191301,191718,192103,192628,192801,192987,193282,193712,194019,194327,194577,194885,195077,195333,195974,183776,184245,184480,184761,185000,185071,185214,185663,185990,186122,186582,187214,187520,189125,189354,189323,189552,191000,192958,194323,196313,200667,206385,210443,215130,222082,225541,229612,231546,232321,237949,240071,241490,242837
대전 서구,211883,211933,211583,211558,211742,211575,211408,210790,210437,210320,210835,211268,211577,212243,212172,211775,211792,211817,211492,211150,210908,210850,210850,210858,210717,210700,210625,210683,210717,210425,210267,212100,211933,211658,211738,211942,211567,211292,211100,211042,211130,211013,210972,211062,211164,215415,215565,215842,216011,216592,216911,217113,217232,217089,216782,216685,218092,218576,219415,220561,221825,222713,223540,223772,224094,224557,224814,225013,225478,225725,229482,234543,238796,258594,259231,259433,259447,259710,260203,261398,265131,269172,274394,280367,285476,291976,297695,305325,308949,310733,320699,325267,327452,332363
대전 유성구,244188,244406,244542,245302,247052,247802,248333,246984,246120,245417,245885,246427,247281,261039,260588,260667,259853,259049,258706,258431,258294,258412,258422,258304,257745,257892,257559,257667,257647,257686,257775,257520,257196,256275,256343,256510,256304,256029,255892,255990,255814,256029,255941,256029,256275,266362,266414,266750,267086,267397,267612,267647,267845,267712,267621,267764,268099,268724,269259,269934,270855,271327,272726,273669,273984,273613,273786,273988,275238,276899,281327,285222,287810,307735,308129,308621,309280,311689,314614,316409,320432,324583,330606,338773,346174,379396,386134,394104,397791,398022,411216,415709,421172,433444
대전 대덕구,139208,139208,139208,139236,139542,139833,139807,139536,139056,138997,139614,140403,141156,147509,147454,146572,146238,145567,145133,145264,146145,147526,148500,148995,149184,149237,149250,149401,149678,149671,149829,151526,151618,151632,151645,151842,151961,151842,151809,151875,151783,151776,151671,151750,151763,151829,151875,152074,152203,152347,152462,152575,151680,151826,151958,152109,152464,152757,152864,153114,165232,165414,165546,165844,165796,165606,165523,165286,164869,164411,163971,163485,163250,178406,178319,178329,178103,177933,177672,177464,177365,177641,178005,178651,179688,180651,181625,183458,185464,186604,191115,192885,195427,198396
울산 중구,231314,230714,230486,230257,230900,231543,233157,234571,234571,234614,235086,235657,235614,235571,235986,236314,237071,237857,238614,239171,240300,241657,243014,244114,245100,245871,247071,248829,251000,252400,254043,289033,290739,293261,296598,299989,303163,305261,307152,308446,309685,311022,311380,311522,311717,317470,317870,317770,317510,317410,317280,317050,316370,316170,315820,315280,315040,314730,314385,313335,283363,282238,281313,280650,279025,276413,275000,272550,270200,268463,266500,263763,260925,271716,270635,269068,267155,265851,264568,263770,263446,263311,264027,265514,267595,270145,271605,273026,273316,273671,274724,277461,281645,286678
울산 남구,227450,227090,226690,226170,226410,226660,226890,227100,226800,226720,227100,227470,227610,228070,228680,229260,229900,230780,231320,232040,232760,233650,234090,234440,235050,234940,235360,235390,235780,236210,237090,243900,244300,244780,245380,245880,246360,246830,247350,247700,247800,248292,248682,248872,249182,249742,250212,250590,250810,250680,250860,250870,250890,250880,250720,250640,250530,250420,250240,249900,291037,291009,290769,289926,289278,287593,286120,284278,281806,280648,278417,276037,273685,265846,264779,264096,263087,262712,262279,262481,262567,262644,263337,265163,267635,271802,274160,276340,276972,277509,280236,284396,289047,297038
울산 동구,166076,165303,165061,164788,164242,163697,163455,163273,162833,162788,163167,163773,163955,173671,173914,174386,174886,175771,178943,181600,183057,183714,184257,184543,184686,184600,184543,184714,185043,185329,185314,195886,195800,195986,196014,195843,195086,195114,195143,195114,194800,193814,192400,190114,187400,186157,187071,187257,186643,185229,184086,184457,184343,183471,182514,182614,182800,183043,182786,180843,206594,205063,204271,204010,202865,200698,198354,196021,193302,191188,189031,186938,184688,205591,204386,203409,202259,201955,201936,201068,200359,199209,198900,199291,200223,202241,203118,203800,204300,204482,204923,206136,204909,203582
