Date,Open,High,Low,Close,Adj Close,Volume
2016-07-19,143600,144200,141400,143600,142273.4375,553990
2016-07-20,143000,143400,138200,139000,137715.9063,1009250
2016-07-21,139600,141200,139400,140800,139499.2813,541555
2016-07-22,141200,142400,140800,141000,139697.4375,451650
2016-07-25,141600,142800,141600,142000,140688.2031,257085
2016-07-26,142200,142800,140400,142000,140688.2031,289335
2016-07-27,142000,143600,142000,142400,141084.5156,293035
2016-07-28,143400,143800,141400,142000,140688.2031,491070
2016-07-29,142000,143400,141600,142000,140688.2031,531755
2016-08-01,142200,142600,135600,140200,138904.8125,729430
2016-08-02,140200,143000,139800,142600,141282.6406,244690
2016-08-03,142000,142600,140400,141000,139697.4375,248405
2016-08-04,142600,142800,140200,141400,140093.7188,256240
2016-08-05,142200,145000,141000,144600,143264.1719,275795
2016-08-08,145600,149800,145400,149800,148416.1406,584725
2016-08-09,150800,151400,150000,151000,149605.0469,844050
2016-08-10,153000,155200,151800,155000,153568.0781,802060
2016-08-11,155800,155800,153800,155600,154162.5469,381135
2016-08-12,155400,156800,155400,156400,154955.1719,255920
2016-08-16,156800,159600,156600,158000,156540.375,564675
2016-08-17,155000,158400,155000,158000,156540.375,349255
2016-08-18,158400,160200,158000,160200,158720.0625,462475
2016-08-19,161400,162200,159600,161000,159512.6719,686920
2016-08-22,160000,160600,158600,159000,157531.1406,400025
2016-08-23,160200,161600,159000,161200,159710.8281,347175
2016-08-24,161400,162800,160000,162400,160899.7656,359520
2016-08-25,162400,162400,160400,160800,159314.5313,484760
2016-08-26,159200,161800,159200,161000,159512.6719,375040
2016-08-29,161200,163800,160000,162000,160503.4375,420195
2016-08-30,162200,164200,161000,164200,162683.125,353120
2016-08-31,168600,170000,165400,169000,167438.7656,791335
2016-09-01,169000,169400,163800,165800,164268.3125,451520
2016-09-02,166600,167000,164400,166200,164664.6406,327965
2016-09-05,168400,171000,168400,170000,168429.5313,259000
2016-09-06,171600,175000,166600,168600,167042.4688,604535
2016-09-07,168600,174800,167600,174400,172788.875,436095
2016-09-08,173800,174400,170200,173800,172194.4219,391965
2016-09-09,170400,172000,168200,169400,167835.0781,416675
2016-09-12,167000,168600,166200,168000,166448.0156,347560
2016-09-13,170000,170200,166600,168200,166646.1719,348345
2016-09-19,170600,174000,169000,171200,169618.4375,586770
2016-09-20,171600,173400,167000,167200,165655.3906,547270
2016-09-21,167200,172800,167200,171000,169420.3125,543780
2016-09-22,173400,174800,171000,174600,172987.0469,561990
2016-09-23,176400,176400,172200,175600,173977.7969,370470
2016-09-26,175800,176800,173800,175200,173581.5156,210255
2016-09-27,175200,178000,173200,176800,175166.7031,403515
2016-09-28,177200,179000,176800,177400,175761.1563,273915
2016-09-29,178000,180600,177400,180000,178337.1563,385935
2016-09-30,177200,177600,171800,176600,174968.5625,862565
2016-10-04,176600,176800,170000,171600,170014.75,546000
2016-10-05,170600,175000,170200,173400,171798.1094,332615
2016-10-06,173800,174800,170400,172200,170609.2031,274215
2016-10-07,172000,172200,166800,168600,167042.4688,379640
2016-10-10,170600,176000,169600,174400,172788.875,346245
2016-10-11,177600,178800,170600,172400,170807.3594,350610
2016-10-12,174000,176000,172400,172800,171203.6563,320420
2016-10-13,171800,172600,165400,165400,163872.0469,480495
2016-10-14,166200,169800,166200,168800,167240.6094,281195
2016-10-17,168400,171400,166600,170200,168627.6719,388605
2016-10-18,170800,171600,167600,169200,167636.9219,405305
2016-10-19,168200,169000,164600,165800,164268.3125,428005
2016-10-20,166000,169000,165200,168800,167240.6094,580895
2016-10-21,167600,168000,165800,166200,164664.6406,302760
2016-10-24,165200,167200,165200,166600,165060.9531,676375
2016-10-25,165000,168600,165000,167400,165853.5625,433705
2016-10-26,165400,170400,165400,169600,168033.2188,355425
2016-10-27,172600,176600,170600,171800,170212.9063,891990
2016-10-28,174200,175200,171000,172000,170411.0625,402110
2016-10-31,171600,173200,169400,171400,169816.5938,331060
2016-11-01,172000,172000,166400,169400,167835.0781,1123265
2016-11-02,169800,170000,164600,165200,163673.8594,426830
2016-11-03,165200,165200,162400,162400,160899.7656,341725
2016-11-04,161600,162000,157000,157800,156342.2344,512375
2016-11-07,159600,165800,159000,164000,162484.9531,499495
2016-11-08,165800,167600,162200,163000,161494.2188,314520
2016-11-09,165200,165400,156800,161000,159512.6719,621875
2016-11-10,163200,163800,160200,161200,159710.8281,412645
2016-11-11,156200,158000,151400,152000,150595.8125,1071655
2016-11-14,152000,155800,149200,149200,147821.6875,697325
2016-11-15,149200,152400,147800,148800,147425.375,665320
2016-11-16,150200,151800,148200,150200,148812.4531,774980
2016-11-17,149600,151000,148600,149000,147623.5469,496945
2016-11-18,152000,154600,150000,154200,152775.5,722370
2016-11-21,154200,159800,151800,157200,155747.7813,736210
2016-11-22,157600,162600,157400,162000,160503.4375,526770
2016-11-23,159000,161800,158400,159000,157531.1406,377550
2016-11-24,157800,161000,156600,160400,158918.2188,351705
2016-11-25,162000,163400,160400,161000,159512.6719,623920
2016-11-28,160400,163000,158400,161600,160107.1406,380760
2016-11-29,160400,163000,160200,160200,158720.0625,283105
2016-11-30,160400,162000,157200,159600,158125.6094,842935
2016-12-01,158000,159600,152800,152800,151388.4375,519310
2016-12-02,155400,155400,150800,151000,149605.0469,399800
2016-12-05,149800,153800,148800,152800,151388.4375,410670
2016-12-06,154800,155600,150000,151200,149803.2031,492710
2016-12-07,151400,152400,149800,150000,148614.2813,264505
2016-12-08,151200,160800,151200,160800,159314.5313,674935
2016-12-09,160800,162800,159200,160000,158521.9219,411510
2016-12-12,160800,161600,157600,158400,156936.7031,302605
2016-12-13,158800,159000,156400,157200,155747.7813,303985
2016-12-14,158600,159200,156200,157000,155549.625,263835
2016-12-15,157000,158800,156800,157200,155747.7813,419820
2016-12-16,159400,161200,157800,161200,159710.8281,501105
2016-12-19,160200,161200,159200,160000,158521.9219,238945
2016-12-20,160000,160400,157000,157400,155945.9219,328070
2016-12-21,159000,159400,155800,155800,154360.7188,220970
2016-12-22,155800,157200,153400,154600,153171.8125,393385
2016-12-23,154200,155400,152400,153600,152181.0156,266875
2016-12-26,153200,154600,153000,153000,151586.5781,103325
2016-12-27,153200,154600,152600,154400,152973.6406,159810
2016-12-28,157000,157000,152600,152600,151412.0938,288685
2016-12-29,151600,155400,150800,155000,153793.3906,281620
2017-01-02,155600,157400,155000,155400,154190.2969,153885
2017-01-03,155400,155400,153400,153400,152205.8906,258830
2017-01-04,155000,162000,154200,162000,160738.9219,601795
2017-01-05,162000,162000,158200,158200,156968.5,343620
2017-01-06,158200,160200,157200,159800,158556.0469,251345
2017-01-09,158200,159800,155400,155800,154587.1875,383440
2017-01-10,157400,158600,155800,158400,157166.9531,236860
2017-01-11,157200,160400,157200,159200,157960.7188,243710
2017-01-12,159800,163000,159200,160400,159151.375,281945
2017-01-13,160400,161000,157400,158000,156770.0469,341155
2017-01-16,158400,160200,154800,158800,157563.8438,275210
2017-01-17,157400,159400,156400,159000,157762.2656,254710
2017-01-18,160000,160000,157400,157600,156373.1719,275880
2017-01-19,157400,161200,157400,160200,158952.9375,339055
2017-01-20,159400,159600,157000,157000,155777.8438,367175
2017-01-23,155600,155800,152600,154200,152999.6406,453340
2017-01-24,154200,154200,152000,152200,151015.2188,534400
2017-01-25,152600,153600,152000,152600,151412.0938,595025
2017-01-26,150200,152600,147200,150600,149427.6719,1372095
2017-01-31,150000,153400,148600,151600,150419.875,638050
2017-02-01,152200,154800,152000,154200,152999.6406,462705
2017-02-02,155200,156000,154000,154400,153198.0781,605250
2017-02-03,154000,155200,153400,154800,153594.9688,712070
2017-02-06,156200,156200,154400,155800,154587.1875,635145
2017-02-07,155600,160400,155000,160000,158754.5,675555
2017-02-08,159800,159800,158200,159000,157762.2656,388215
2017-02-09,157600,159200,156600,157400,156174.7188,510115
2017-02-10,159000,159000,157400,159000,157762.2656,337445
2017-02-13,160000,160600,157600,159000,157762.2656,296900
2017-02-14,157000,158000,153200,154000,152801.2031,599535
2017-02-15,153800,155400,153600,154600,153396.5469,332175
2017-02-16,154000,155400,153800,155400,154190.2969,369105
2017-02-17,154600,157000,154400,156000,154785.6406,521705
2017-02-20,154600,156800,154400,156200,154984.0469,375210
2017-02-21,155600,158600,155200,158000,156770.0469,577870
2017-02-22,157600,160000,157200,159400,158159.1563,536860
2017-02-23,161000,163000,160800,161600,160342.0469,484775
2017-02-24,160600,161400,158600,160600,159349.8125,385865
2017-02-27,160000,161400,158400,159200,157960.7188,169475
2017-02-28,158800,160000,155200,155200,153991.8594,486990
2017-03-02,159800,163800,158000,163000,161731.1563,754810
2017-03-03,163200,167800,158800,161800,160540.4844,491510
2017-03-06,162000,163400,159000,160000,158754.5,289975
2017-03-07,160000,161200,158800,159800,158556.0469,241580
2017-03-08,159600,161400,158200,160000,158754.5,281890
2017-03-09,160200,161200,157800,157800,156571.6094,378925
2017-03-10,157800,160400,156600,160000,158754.5,244535
2017-03-13,160000,166600,159800,165200,163914,417320
2017-03-14,165400,166600,162200,163000,161731.1563,472435
2017-03-15,163400,165200,162000,164000,162723.3438,203935
2017-03-16,166800,167000,163400,163800,162524.9063,266575
2017-03-17,165000,166600,163800,165400,164112.4688,295345
2017-03-20,166000,166000,162000,163600,162326.4688,296465
2017-03-21,165600,174400,165000,174200,172843.9375,750975
2017-03-22,174000,174200,169200,169800,168478.2188,396060
2017-03-23,172000,174400,170200,172800,171454.8438,400310
2017-03-24,172800,176000,172800,174400,173042.3906,278930
2017-03-27,173000,178400,173000,177000,175622.1563,302295
2017-03-28,177000,177200,170200,170600,169271.9844,412375
2017-03-29,171800,173000,170800,172800,171454.8438,293580
2017-03-30,173000,174800,171200,172200,170859.5156,285375
2017-03-31,172200,174000,170800,171000,169668.875,250130
2017-04-03,171000,175600,168600,174600,173240.8438,274420
2017-04-04,173600,173800,169200,170000,168676.6406,297970
2017-04-05,171400,171800,167000,168600,167287.5469,498370
2017-04-06,167600,168000,165200,168000,166692.2188,360515
2017-04-07,167400,168400,165000,165600,164310.9063,288355
2017-04-10,164600,165600,162200,163600,162326.4688,357030
2017-04-11,162000,162200,153400,154000,152801.2031,1315330
2017-04-12,154600,155400,151400,153600,152404.2969,1027245
2017-04-13,154600,160600,154000,160400,159151.375,865200
2017-04-14,159600,162200,157200,157400,156174.7188,298945
2017-04-17,156000,158600,154600,157000,155777.8438,277915
2017-04-18,158200,158200,155400,155600,154388.7344,271110
2017-04-19,155600,157000,155400,155400,154190.2969,414170
2017-04-20,157000,160000,156200,159200,157960.7188,491485
2017-04-21,160200,162600,159200,162600,161334.25,429565
2017-04-24,162200,162600,161000,162000,160738.9219,434330
2017-04-25,163000,163000,160600,163000,161731.1563,756755
2017-04-26,163000,163200,160800,161400,160143.5938,805525
2017-04-27,159200,160000,157000,158200,156968.5,845670
